Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,eliasWoodwork,Dark Espresso Red Oak,#191817,0.20927071593578211,0.0029083720082198703,36.17826997147023,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:02:05.099Z,Nix Spectro L,4.05310192e-3,6.29306836e-3,8.05610297e-3,8.74301801e-3,9.09986570e-3,9.03111342e-3,8.76508318e-3,8.50510094e-3,8.42267508e-3,8.75008442e-3,9.36574377e-3,9.55504803e-3,9.20129381e-3,8.76619676e-3,8.35288269e-3,8.04396272e-3,8.27798638e-3,9.32612326e-3,1.05185945e-2,1.08779483e-2,1.02827566e-2,8.87974231e-3,7.53122540e-3,7.31874872e-3,8.44248682e-3,1.08540319e-2,1.42861407e-2,1.85264524e-2,2.29016881e-2,2.68648554e-2,3.00656017e-2,"[0.00405310192,0.00629306836,0.00805610297,0.00874301801,0.0090998657,0.00903111342,0.00876508318,0.00850510094,0.00842267508,0.00875008442,0.00936574377,0.00955504803,0.00920129381,0.00876619676,0.00835288269,0.00804396272,0.00827798638,0.00932612326,0.0105185945,0.0108779483,0.0102827566,0.00887974231,0.0075312254,0.00731874872,0.00844248682,0.0108540319,0.0142861407,0.0185264524,0.0229016881,0.0268648554,0.0300656017]"
DB,eliasWoodwork,Willow Bark Red Oak,#785842,0.48862521370984613,0.053731690035111045,55.4530248277664,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:03:03.961Z,Nix Spectro L,3.26259110e-2,4.44524504e-2,5.21979496e-2,5.62000163e-2,5.91296770e-2,6.12693444e-2,6.29845396e-2,6.47043601e-2,6.71892285e-2,7.08387986e-2,7.49335155e-2,7.90196553e-2,8.36751282e-2,8.85215387e-2,9.34703872e-2,1.00262408e-1,1.11132245e-1,1.23843293e-1,1.33970833e-1,1.43749824e-1,1.52666995e-1,1.61824456e-1,1.70707706e-1,1.76543608e-1,1.81771117e-1,1.88947675e-1,1.96016240e-1,2.03258708e-1,2.09655216e-1,2.15463659e-1,2.20182398e-1,"[0.032625911,0.0444524504,0.0521979496,0.0562000163,0.059129677,0.0612693444,0.0629845396,0.0647043601,0.0671892285,0.0708387986,0.0749335155,0.0790196553,0.0836751282,0.0885215387,0.0934703872,0.100262408,0.111132245,0.123843293,0.133970833,0.143749824,0.152666995,0.161824456,0.170707706,0.176543608,0.181771117,0.188947675,0.19601624,0.203258708,0.209655216,0.215463659,0.220182398]"
DB,eliasWoodwork,Malted Stout White Maple,#795d42,0.49998970768309364,0.05445474786213734,64.00327652113072,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:04:04.562Z,Nix Spectro L,7.66582387e-3,2.73269370e-2,4.44000691e-2,5.28587915e-2,5.85220367e-2,6.26678348e-2,6.58649191e-2,6.84819445e-2,7.15333223e-2,7.59201229e-2,8.13377008e-2,8.77267197e-2,9.41877395e-2,1.00201662e-1,1.05460899e-1,1.11864853e-1,1.22158934e-1,1.34177740e-1,1.43136024e-1,1.49769431e-1,1.56006676e-1,1.63699454e-1,1.71690464e-1,1.78412235e-1,1.87798563e-1,2.02285773e-1,2.19535211e-1,2.40754846e-1,2.63272893e-1,2.84001720e-1,3.01777929e-1,"[0.00766582387,0.027326937,0.0444000691,0.0528587915,0.0585220367,0.0626678348,0.0658649191,0.0684819445,0.0715333223,0.0759201229,0.0813377008,0.0877267197,0.0941877395,0.100201662,0.105460899,0.111864853,0.122158934,0.13417774,0.143136024,0.149769431,0.156006676,0.163699454,0.171690464,0.178412235,0.187798563,0.202285773,0.219535211,0.240754846,0.263272893,0.28400172,0.301777929]"
DB,eliasWoodwork,Smoky Mirror White Maple,#63584f,0.4688740081352153,0.020379486740490105,61.227888144055726,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:05:21.909Z,Nix Spectro L,4.55174245e-2,6.07728265e-2,7.12963194e-2,7.58365810e-2,7.83835694e-2,8.05078581e-2,8.26061845e-2,8.46344724e-2,8.74612927e-2,9.17488083e-2,9.59521800e-2,9.83168751e-2,9.89232495e-2,9.87275705e-2,9.79356006e-2,9.66373608e-2,9.65537861e-2,9.84415516e-2,1.01237774e-1,1.04750201e-1,1.09405948e-1,1.16261917e-1,1.23718803e-1,1.29776873e-1,1.37419805e-1,1.48532078e-1,1.61079651e-1,1.75599298e-1,1.90416914e-1,2.03986245e-1,2.15487587e-1,"[0.0455174245,0.0607728265,0.0712963194,0.075836581,0.0783835694,0.0805078581,0.0826061845,0.0846344724,0.0874612927,0.0917488083,0.09595218,0.0983168751,0.0989232495,0.0987275705,0.0979356006,0.0966373608,0.0965537861,0.0984415516,0.101237774,0.104750201,0.109405948,0.116261917,0.123718803,0.129776873,0.137419805,0.148532078,0.161079651,0.175599298,0.190416914,0.203986245,0.215487587]"
DB,eliasWoodwork,Coffeehouse White Maple,#574d43,0.42753082306826357,0.021056849723855627,65.04495224168477,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:06:27.559Z,Nix Spectro L,2.77313262e-2,3.97242419e-2,4.90460142e-2,5.35400733e-2,5.64970717e-2,5.88092119e-2,6.07710250e-2,6.24681436e-2,6.45441517e-2,6.74420886e-2,7.03142598e-2,7.22660437e-2,7.32716590e-2,7.37651706e-2,7.37603396e-2,7.35349968e-2,7.44928047e-2,7.67094210e-2,7.88351387e-2,8.08717474e-2,8.37241456e-2,8.84643584e-2,9.38503370e-2,9.81652349e-2,1.03484967e-1,1.11205924e-1,1.19937183e-1,1.30157681e-1,1.40649292e-1,1.50259161e-1,1.58408800e-1,"[0.0277313262,0.0397242419,0.0490460142,0.0535400733,0.0564970717,0.0588092119,0.060771025,0.0624681436,0.0645441517,0.0674420886,0.0703142598,0.0722660437,0.073271659,0.0737651706,0.0737603396,0.0735349968,0.0744928047,0.076709421,0.0788351387,0.0808717474,0.0837241456,0.0884643584,0.093850337,0.0981652349,0.103484967,0.111205924,0.119937183,0.130157681,0.140649292,0.150259161,0.1584088]"
DB,eliasWoodwork,Dark Espresso White Maple,#191717,0.2070362241982966,0.0034882824486531295,17.18485404475905,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:07:19.062Z,Nix Spectro L,6.54534362e-3,8.57087458e-3,9.49330088e-3,9.56190117e-3,9.32462886e-3,8.75826012e-3,8.13968908e-3,7.67138023e-3,7.54597671e-3,8.07330599e-3,9.02988371e-3,9.39595588e-3,9.00272913e-3,8.46644640e-3,7.96842091e-3,7.58541506e-3,7.78179159e-3,8.98985546e-3,1.04842661e-2,1.10037783e-2,1.03012810e-2,8.51450656e-3,6.76777791e-3,6.45728121e-3,7.79486671e-3,1.07061988e-2,1.48488235e-2,1.98829636e-2,2.50047956e-2,2.96390891e-2,3.33634280e-2,"[0.00654534362,0.00857087458,0.00949330088,0.00956190117,0.00932462886,0.00875826012,0.00813968908,0.00767138023,0.00754597671,0.00807330599,0.00902988371,0.00939595588,0.00900272913,0.0084664464,0.00796842091,0.00758541506,0.00778179159,0.00898985546,0.0104842661,0.0110037783,0.010301281,0.00851450656,0.00676777791,0.00645728121,0.00779486671,0.0107061988,0.0148488235,0.0198829636,0.0250047956,0.0296390891,0.033363428]"
DB,eliasWoodwork,Dark Honey White Maple,#7e4b29,0.4647009793593271,0.08461757901573638,52.02951475340399,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:08:14.712Z,Nix Spectro L,7.51618044e-3,1.96125250e-2,2.67953645e-2,2.92282168e-2,3.00866388e-2,3.02231651e-2,3.03454094e-2,3.09652366e-2,3.27416964e-2,3.59776393e-2,3.96867178e-2,4.37767185e-2,4.93105531e-2,5.59104405e-2,6.35487504e-2,7.46149495e-2,9.10921201e-2,1.09811841e-1,1.25138813e-1,1.39265135e-1,1.52559805e-1,1.66219357e-1,1.78975314e-1,1.88817555e-1,2.00906807e-1,2.18403581e-1,2.38240361e-1,2.61025345e-1,2.83990169e-1,3.05058098e-1,3.22947949e-1,"[0.00751618044,0.019612525,0.0267953645,0.0292282168,0.0300866388,0.0302231651,0.0303454094,0.0309652366,0.0327416964,0.0359776393,0.0396867178,0.0437767185,0.0493105531,0.0559104405,0.0635487504,0.0746149495,0.0910921201,0.109811841,0.125138813,0.139265135,0.152559805,0.166219357,0.178975314,0.188817555,0.200906807,0.218403581,0.238240361,0.261025345,0.283990169,0.305058098,0.322947949]"
DB,eliasWoodwork,Coffee Bean White Maple,#4b3728,0.35567163528550116,0.03666236083439081,59.335057064562136,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:09:24.301Z,Nix Spectro L,2.44026521e-3,1.69461416e-2,2.60843813e-2,2.75859427e-2,2.58918647e-2,2.36487120e-2,2.20450632e-2,2.12608881e-2,2.23400842e-2,2.72100598e-2,3.37074064e-2,3.75355676e-2,3.77735876e-2,3.71811591e-2,3.66261363e-2,3.65416668e-2,3.89776297e-2,4.59555544e-2,5.44967063e-2,5.84807679e-2,5.79043917e-2,5.33988327e-2,4.85595204e-2,5.05270585e-2,6.31307222e-2,8.65866035e-2,1.18426657e-1,1.58285698e-1,2.00782719e-1,2.39708233e-1,2.72535938e-1,"[0.00244026521,0.0169461416,0.0260843813,0.0275859427,0.0258918647,0.023648712,0.0220450632,0.0212608881,0.0223400842,0.0272100598,0.0337074064,0.0375355676,0.0377735876,0.0371811591,0.0366261363,0.0365416668,0.0389776297,0.0459555544,0.0544967063,0.0584807679,0.0579043917,0.0533988327,0.0485595204,0.0505270585,0.0631307222,0.0865866035,0.118426657,0.158285698,0.200782719,0.239708233,0.272535938]"
DB,eliasWoodwork,Cafe Artisan Licorice Glaze White Maple,#5e321d,0.36874620515019785,0.07174841826591132,44.635444240293566,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:10:30.263Z,Nix Spectro L,0.00000000e+0,1.44203115e-2,2.38120887e-2,2.35753298e-2,1.93946511e-2,1.52428783e-2,1.24845237e-2,1.11806024e-2,1.23133447e-2,1.70184322e-2,2.21076403e-2,2.43246548e-2,2.44398084e-2,2.50477940e-2,2.71469399e-2,3.15065160e-2,3.93843800e-2,5.19737586e-2,6.64880559e-2,7.69161746e-2,8.21755692e-2,8.12074631e-2,7.73898989e-2,8.14773500e-2,1.00588694e-1,1.34893599e-1,1.80884206e-1,2.39878690e-1,3.04620725e-1,3.64290005e-1,4.15501517e-1,"[0,0.0144203115,0.0238120887,0.0235753298,0.0193946511,0.0152428783,0.0124845237,0.0111806024,0.0123133447,0.0170184322,0.0221076403,0.0243246548,0.0244398084,0.025047794,0.0271469399,0.031506516,0.03938438,0.0519737586,0.0664880559,0.0769161746,0.0821755692,0.0812074631,0.0773898989,0.08147735,0.100588694,0.134893599,0.180884206,0.23987869,0.304620725,0.364290005,0.415501517]"
DB,eliasWoodwork,Clear Lacquer White Maple,#d8b995,0.8032002294075606,0.059456913668932174,71.1700451346112,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:11:45.242Z,Nix Spectro L,5.99853203e-2,1.41349965e-1,2.22463304e-1,2.69487172e-1,3.05027634e-1,3.32046145e-1,3.51405990e-1,3.64032888e-1,3.73979592e-1,3.86376345e-1,4.03623021e-1,4.25764596e-1,4.46768439e-1,4.64254516e-1,4.76396835e-1,4.88183653e-1,5.11611336e-1,5.40960371e-1,5.61569977e-1,5.80171466e-1,5.98195195e-1,6.22758174e-1,6.50757170e-1,6.67828977e-1,6.79517400e-1,6.95244265e-1,7.09268725e-1,7.23560941e-1,7.35379899e-1,7.45851076e-1,7.54022944e-1,"[0.0599853203,0.141349965,0.222463304,0.269487172,0.305027634,0.332046145,0.35140599,0.364032888,0.373979592,0.386376345,0.403623021,0.425764596,0.446768439,0.464254516,0.476396835,0.488183653,0.511611336,0.540960371,0.561569977,0.580171466,0.598195195,0.622758174,0.65075717,0.667828977,0.6795174,0.695244265,0.709268725,0.723560941,0.735379899,0.745851076,0.754022944]"
DB,eliasWoodwork,Summer Haze White Maple,#a69788,0.6849994962495433,0.027682248938991075,67.84176492121219,,,Wood Stains,,,,,,D65,10,M1,2026-07-02T16:12:46.066Z,Nix Spectro L,1.52671352e-1,1.92824912e-1,2.22585472e-1,2.37950647e-1,2.48169744e-1,2.56294140e-1,2.62432563e-1,2.66552031e-1,2.70725334e-1,2.76380187e-1,2.83490282e-1,2.90675557e-1,2.97007573e-1,3.02114248e-1,3.05934221e-1,3.09603739e-1,3.17531830e-1,3.28281891e-1,3.36334878e-1,3.43340677e-1,3.49784124e-1,3.58627188e-1,3.68893647e-1,3.75156152e-1,3.79707104e-1,3.86611223e-1,3.92313743e-1,3.98017395e-1,4.02887774e-1,4.07353169e-1,4.10911459e-1,"[0.152671352,0.192824912,0.222585472,0.237950647,0.248169744,0.25629414,0.262432563,0.266552031,0.270725334,0.276380187,0.283490282,0.290675557,0.297007573,0.302114248,0.305934221,0.309603739,0.31753183,0.328281891,0.336334878,0.343340677,0.349784124,0.358627188,0.368893647,0.375156152,0.379707104,0.386611223,0.392313743,0.398017395,0.402887774,0.407353169,0.410911459]"
DB,eliasWoodwork,Floral White,#ebe9e5,0.9342907907870681,0.005347530967902672,79.56973422879128,,,Paints,,,,,,D65,10,M1,2026-07-02T16:14:34.817Z,Nix Spectro L,6.00826871e-1,6.98854303e-1,7.55653000e-1,7.78567553e-1,7.87978530e-1,7.96132946e-1,8.01478827e-1,8.01820529e-1,8.01580524e-1,8.02322900e-1,8.06114280e-1,8.08858931e-1,8.09931171e-1,8.09899867e-1,8.10315108e-1,8.08557010e-1,8.09503722e-1,8.15398967e-1,8.23243177e-1,8.30427051e-1,8.32348442e-1,8.30779159e-1,8.29373360e-1,8.27193344e-1,8.24717724e-1,8.26799953e-1,8.25734007e-1,8.24961472e-1,8.25182116e-1,8.25949883e-1,8.26649034e-1,"[0.600826871,0.698854303,0.755653,0.778567553,0.78797853,0.796132946,0.801478827,0.801820529,0.801580524,0.8023229,0.80611428,0.808858931,0.809931171,0.809899867,0.810315108,0.80855701,0.809503722,0.815398967,0.823243177,0.830427051,0.832348442,0.830779159,0.82937336,0.827193344,0.824717724,0.826799953,0.825734007,0.824961472,0.825182116,0.825949883,0.826649034]"
DB,eliasWoodwork,Satin White,#eeeff0,0.9505311332616988,0.002833727690991653,263.42551524352007,,,Paints,,,,,,D65,10,M1,2026-07-02T16:15:21.201Z,Nix Spectro L,6.88294816e-1,7.92288578e-1,8.48569584e-1,8.69398773e-1,8.75687361e-1,8.81387627e-1,8.84699583e-1,8.82869685e-1,8.80338597e-1,8.78103864e-1,8.77328253e-1,8.72982454e-1,8.66814280e-1,8.60769212e-1,8.57047594e-1,8.51105511e-1,8.46441507e-1,8.47212589e-1,8.52606761e-1,8.58829129e-1,8.60878003e-1,8.60302937e-1,8.60117817e-1,8.58971715e-1,8.57620728e-1,8.61060452e-1,8.60684264e-1,8.59672034e-1,8.59114552e-1,8.59163618e-1,8.59173810e-1,"[0.688294816,0.792288578,0.848569584,0.869398773,0.875687361,0.881387627,0.884699583,0.882869685,0.880338597,0.878103864,0.877328253,0.872982454,0.86681428,0.860769212,0.857047594,0.851105511,0.846441507,0.847212589,0.852606761,0.858829129,0.860878003,0.860302937,0.860117817,0.858971715,0.857620728,0.861060452,0.860684264,0.859672034,0.859114552,0.859163618,0.85917381]"
DB,eliasWoodwork,Linen White Artisan Pewter Glaze,#f4f2e7,0.9602778394868117,0.014929076254469053,98.80678755770901,,,Paints,,,,,,D65,10,M1,2026-07-02T16:17:58.125Z,Nix Spectro L,5.74533653e-1,6.78909409e-1,7.45575178e-1,7.76856077e-1,7.94825482e-1,8.11410058e-1,8.25997210e-1,8.36522186e-1,8.48224938e-1,8.62727404e-1,8.75095320e-1,8.79733753e-1,8.81326675e-1,8.81324828e-1,8.80880845e-1,8.78652513e-1,8.82697463e-1,8.93102086e-1,9.01286507e-1,9.05480003e-1,9.04962671e-1,9.04117227e-1,9.05477071e-1,9.04651964e-1,9.02077806e-1,9.03779531e-1,9.02140760e-1,9.01284134e-1,9.01555145e-1,9.02379239e-1,9.03182077e-1,"[0.574533653,0.678909409,0.745575178,0.776856077,0.794825482,0.811410058,0.82599721,0.836522186,0.848224938,0.862727404,0.87509532,0.879733753,0.881326675,0.881324828,0.880880845,0.878652513,0.882697463,0.893102086,0.901286507,0.905480003,0.904962671,0.904117227,0.905477071,0.904651964,0.902077806,0.903779531,0.90214076,0.901284134,0.901555145,0.902379239,0.903182077]"
DB,eliasWoodwork,Ivory Mist,#f1eee4,0.9478324701574058,0.01302930425362822,89.71470078524692,,,Paints,,,,,,D65,10,M1,2026-07-02T16:18:44.796Z,Nix Spectro L,5.88802838e-1,6.87248588e-1,7.45026517e-1,7.69431448e-1,7.80827272e-1,7.90934515e-1,7.98409712e-1,8.01317358e-1,8.04407358e-1,8.09740293e-1,8.19651675e-1,8.30155587e-1,8.38516784e-1,8.44116819e-1,8.48086596e-1,8.49351585e-1,8.54318440e-1,8.63454640e-1,8.70655882e-1,8.73797655e-1,8.72375381e-1,8.70523798e-1,8.70806122e-1,8.69593561e-1,8.67251873e-1,8.69339895e-1,8.68192875e-1,8.67529631e-1,8.67804778e-1,8.68645847e-1,8.69438922e-1,"[0.588802838,0.687248588,0.745026517,0.769431448,0.780827272,0.790934515,0.798409712,0.801317358,0.804407358,0.809740293,0.819651675,0.830155587,0.838516784,0.844116819,0.848086596,0.849351585,0.85431844,0.86345464,0.870655882,0.873797655,0.872375381,0.870523798,0.870806122,0.869593561,0.867251873,0.869339895,0.868192875,0.867529631,0.867804778,0.868645847,0.869438922]"
DB,eliasWoodwork,Featherdown,#e6e0d4,0.9073433084151799,0.01744187935236654,82.88889285745648,,,Paints,,,,,,D65,10,M1,2026-07-02T16:19:42.082Z,Nix Spectro L,4.61016250e-1,5.53531313e-1,6.15879583e-1,6.44792438e-1,6.61006320e-1,6.74025857e-1,6.82617939e-1,6.85541677e-1,6.87291026e-1,6.90927708e-1,7.01066303e-1,7.14838696e-1,7.26420701e-1,7.34559202e-1,7.39771378e-1,7.41961634e-1,7.48366702e-1,7.59381390e-1,7.69570720e-1,7.78059793e-1,7.80410266e-1,7.79036784e-1,7.78058398e-1,7.75845087e-1,7.72580779e-1,7.73292327e-1,7.71519589e-1,7.70614111e-1,7.70650172e-1,7.71100998e-1,7.71406853e-1,"[0.46101625,0.553531313,0.615879583,0.644792438,0.66100632,0.674025857,0.682617939,0.685541677,0.687291026,0.690927708,0.701066303,0.714838696,0.726420701,0.734559202,0.739771378,0.741961634,0.748366702,0.75938139,0.76957072,0.778059793,0.780410266,0.779036784,0.778058398,0.775845087,0.772580779,0.773292327,0.771519589,0.770614111,0.770650172,0.771100998,0.771406853]"
DB,eliasWoodwork,Heirloom,#e7e0d4,0.9095930774776855,0.017847415886008293,83.18963138534303,,,Paints,,,,,,D65,10,M1,2026-07-02T16:20:30.853Z,Nix Spectro L,4.67392045e-1,5.59562635e-1,6.20976424e-1,6.49319839e-1,6.65023160e-1,6.77534795e-1,6.85571480e-1,6.87970257e-1,6.89242005e-1,6.92501974e-1,7.03020489e-1,7.18012524e-1,7.30832469e-1,7.39948452e-1,7.45875955e-1,7.48665690e-1,7.55526221e-1,7.66755462e-1,7.76739526e-1,7.84495449e-1,7.86080194e-1,7.84208751e-1,7.82980394e-1,7.80625117e-1,7.77220249e-1,7.77786744e-1,7.75845277e-1,7.74720871e-1,7.74478745e-1,7.74676216e-1,7.74753535e-1,"[0.467392045,0.559562635,0.620976424,0.649319839,0.66502316,0.677534795,0.68557148,0.687970257,0.689242005,0.692501974,0.703020489,0.718012524,0.730832469,0.739948452,0.745875955,0.74866569,0.755526221,0.766755462,0.776739526,0.784495449,0.786080194,0.784208751,0.782980394,0.780625117,0.777220249,0.777786744,0.775845277,0.774720871,0.774478745,0.774676216,0.774753535]"
DB,eliasWoodwork,Wild Mushroom,#8d8983,0.6323491530259794,0.010108721955759174,76.57814241180961,,,Paints,,,,,,D65,10,M1,2026-07-02T16:21:56.380Z,Nix Spectro L,1.75825775e-1,2.03279755e-1,2.19006374e-1,2.25980154e-1,2.29652262e-1,2.32634753e-1,2.34397265e-1,2.34811437e-1,2.35263786e-1,2.35967681e-1,2.38077623e-1,2.40888870e-1,2.43790707e-1,2.46223161e-1,2.48472166e-1,2.50557262e-1,2.54272175e-1,2.59188986e-1,2.62929487e-1,2.65151811e-1,2.64933980e-1,2.63173825e-1,2.61462158e-1,2.59696144e-1,2.57560885e-1,2.56372261e-1,2.54084367e-1,2.51887882e-1,2.50032783e-1,2.48517105e-1,2.47226599e-1,"[0.175825775,0.203279755,0.219006374,0.225980154,0.229652262,0.232634753,0.234397265,0.234811437,0.235263786,0.235967681,0.238077623,0.24088887,0.243790707,0.246223161,0.248472166,0.250557262,0.254272175,0.259188986,0.262929487,0.265151811,0.26493398,0.263173825,0.261462158,0.259696144,0.257560885,0.256372261,0.254084367,0.251887882,0.250032783,0.248517105,0.247226599]"
DB,eliasWoodwork,Mortar,#a7a29b,0.7147971061688311,0.01202890690245856,81.40683574943057,,,Paints,,,,,,D65,10,M1,2026-07-02T16:22:56.009Z,Nix Spectro L,2.82954341e-1,3.15401435e-1,3.27074081e-1,3.30203772e-1,3.29874450e-1,3.30638504e-1,3.31883609e-1,3.32929683e-1,3.35681903e-1,3.40048188e-1,3.45753419e-1,3.50448102e-1,3.54506671e-1,3.57553589e-1,3.60399199e-1,3.62964267e-1,3.67411041e-1,3.73481596e-1,3.78399950e-1,3.81538212e-1,3.81551433e-1,3.79353660e-1,3.76996833e-1,3.74521494e-1,3.71609509e-1,3.70103103e-1,3.66826934e-1,3.63508451e-1,3.60753375e-1,3.58587265e-1,3.56858331e-1,"[0.282954341,0.315401435,0.327074081,0.330203772,0.32987445,0.330638504,0.331883609,0.332929683,0.335681903,0.340048188,0.345753419,0.350448102,0.354506671,0.357553589,0.360399199,0.362964267,0.367411041,0.373481596,0.37839995,0.381538212,0.381551433,0.37935366,0.376996833,0.374521494,0.371609509,0.370103103,0.366826934,0.363508451,0.360753375,0.358587265,0.356858331]"
DB,eliasWoodwork,Brown Ash,#6a6560,0.5091224688827907,0.010209430834457514,62.41146075567207,,,Paints,,,,,,D65,10,M1,2026-07-02T16:23:48.739Z,Nix Spectro L,8.97345722e-2,1.03869823e-1,1.12131584e-1,1.15959005e-1,1.18259636e-1,1.19973136e-1,1.20784204e-1,1.20809582e-1,1.20758998e-1,1.20596854e-1,1.21123704e-1,1.22234592e-1,1.23804916e-1,1.25402310e-1,1.27126455e-1,1.29174244e-1,1.32507581e-1,1.36545447e-1,1.39691386e-1,1.41927683e-1,1.42269456e-1,1.40938091e-1,1.39261350e-1,1.37750238e-1,1.36113206e-1,1.34923023e-1,1.33178851e-1,1.31536561e-1,1.30132523e-1,1.28945470e-1,1.27910796e-1,"[0.0897345722,0.103869823,0.112131584,0.115959005,0.118259636,0.119973136,0.120784204,0.120809582,0.120758998,0.120596854,0.121123704,0.122234592,0.123804916,0.12540231,0.127126455,0.129174244,0.132507581,0.136545447,0.139691386,0.141927683,0.142269456,0.140938091,0.13926135,0.137750238,0.136113206,0.134923023,0.133178851,0.131536561,0.130132523,0.12894547,0.127910796]"
DB,eliasWoodwork,Sea Salt,#aaada3,0.7414364243923927,0.014105072538607252,117.93361646119882,,,Paints,,,,,,D65,10,M1,2026-07-02T16:24:32.358Z,Nix Spectro L,2.45846379e-1,2.98287892e-1,3.36319232e-1,3.55138403e-1,3.66769767e-1,3.75655019e-1,3.80912042e-1,3.82272619e-1,3.82292473e-1,3.82989556e-1,3.89016646e-1,3.99393475e-1,4.08133984e-1,4.13853145e-1,4.16532809e-1,4.16179979e-1,4.16948748e-1,4.19141912e-1,4.19232869e-1,4.15317565e-1,4.08659911e-1,4.02489686e-1,3.98691535e-1,3.95573628e-1,3.91981506e-1,3.90061390e-1,3.87016970e-1,3.84600866e-1,3.82810289e-1,3.81353730e-1,3.80007720e-1,"[0.245846379,0.298287892,0.336319232,0.355138403,0.366769767,0.375655019,0.380912042,0.382272619,0.382292473,0.382989556,0.389016646,0.399393475,0.408133984,0.413853145,0.416532809,0.416179979,0.416948748,0.419141912,0.419232869,0.415317565,0.408659911,0.402489686,0.398691535,0.395573628,0.391981506,0.39006139,0.38701697,0.384600866,0.382810289,0.38135373,0.38000772]"
DB,eliasWoodwork,Eventide,#4e4d4e,0.422218252907366,0.0029089851360140214,324.4348903905229,,,Paints,,,,,,D65,10,M1,2026-07-02T16:25:27.933Z,Nix Spectro L,7.15818539e-2,7.78072089e-2,7.89117873e-2,7.87310019e-2,7.80945063e-2,7.75414005e-2,7.68312991e-2,7.60280907e-2,7.54551336e-2,7.47262493e-2,7.41782948e-2,7.35429019e-2,7.32146889e-2,7.31221214e-2,7.34910160e-2,7.41374388e-2,7.50874355e-2,7.63303518e-2,7.75078073e-2,7.82794505e-2,7.80588910e-2,7.67971873e-2,7.52637297e-2,7.41046399e-2,7.30889216e-2,7.23180428e-2,7.11627170e-2,6.99539155e-2,6.88751504e-2,6.79626480e-2,6.71695605e-2,"[0.0715818539,0.0778072089,0.0789117873,0.0787310019,0.0780945063,0.0775414005,0.0768312991,0.0760280907,0.0754551336,0.0747262493,0.0741782948,0.0735429019,0.0732146889,0.0731221214,0.073491016,0.0741374388,0.0750874355,0.0763303518,0.0775078073,0.0782794505,0.078058891,0.0767971873,0.0752637297,0.0741046399,0.0730889216,0.0723180428,0.071162717,0.0699539155,0.0688751504,0.067962648,0.0671695605]"
DB,eliasWoodwork,Dried Thyme,#797f76,0.5892296471055707,0.01617691008397029,135.14910914217887,,,Paints,,,,,,D65,10,M1,2026-07-02T16:26:18.512Z,Nix Spectro L,1.49794295e-1,1.65545180e-1,1.71031398e-1,1.73592615e-1,1.75433800e-1,1.78838453e-1,1.84006780e-1,1.90471095e-1,1.99610591e-1,2.10999259e-1,2.18545187e-1,2.18639585e-1,2.16278079e-1,2.13122085e-1,2.09813744e-1,2.05942392e-1,2.03791329e-1,2.03996497e-1,2.04435533e-1,2.04222462e-1,2.02561754e-1,1.99958456e-1,1.97596103e-1,1.95491138e-1,1.93077734e-1,1.91169882e-1,1.88401556e-1,1.85854951e-1,1.83851251e-1,1.82208678e-1,1.80871737e-1,"[0.149794295,0.16554518,0.171031398,0.173592615,0.1754338,0.178838453,0.18400678,0.190471095,0.199610591,0.210999259,0.218545187,0.218639585,0.216278079,0.213122085,0.209813744,0.205942392,0.203791329,0.203996497,0.204435533,0.204222462,0.202561754,0.199958456,0.197596103,0.195491138,0.193077734,0.191169882,0.188401556,0.185854951,0.183851251,0.182208678,0.180871737]"
