Type,Adjective,Noun,HEX,OKLCH_L,OKLCH_C,OKLCH_H,RGB_R,RGB_G,RGB_B,RGB,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,CMYK,CIE_L,CIE_A,CIE_B,CIE_LAB,ERP_Code,Note,Tags,Sheen,Profile,Visual_Pattern,Tactile_Texture,Material,Illuminant,Observer,Measurement_Method,Measurement_Date,Measurement_Device,R400 nm,R410 nm,R420 nm,R430 nm,R440 nm,R450 nm,R460 nm,R470 nm,R480 nm,R490 nm,R500 nm,R510 nm,R520 nm,R530 nm,R540 nm,R550 nm,R560 nm,R570 nm,R580 nm,R590 nm,R600 nm,R610 nm,R620 nm,R630 nm,R640 nm,R650 nm,R660 nm,R670 nm,R680 nm,R690 nm,R700 nm,Spectral
DB,ppg,PPG 1051-1 Cozy Cottage,#f2ddd8,0.9132003831608885,0.02428230243226949,33.59833378951441,242,221,216,"[242, 221, 216]",0%,9%,11%,5%,"[0%, 9%, 11%, 5%]",89.75,6.86,5.23,"[89.75, 6.86, 5.23]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-1%20Cozy%20Cottage%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1051-2 Pink Cardoon,#ecc9ca,0.8659430798661194,0.039680985028169705,16.034333572537093,236,201,202,"[236, 201, 202]",0%,15%,14%,7%,"[0%, 15%, 14%, 7%]",84.03,12.86,4.34,"[84.03, 12.86, 4.34]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-2%20Pink%20Cardoon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1051-3 Strawberry Mousse,#e9b3b4,0.8160792854236875,0.0630599411650271,17.319732691650017,233,179,180,"[233, 179, 180]",0%,23%,23%,9%,"[0%, 23%, 23%, 9%]",78.00,20.32,7.49,"[78.00, 20.32, 7.49]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-3%20Strawberry%20Mousse%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1051-4 Pink Clay Pot,#d99294,0.7311612473108865,0.08632531620190774,17.54676059631754,217,146,148,"[217, 146, 148]",0%,33%,32%,15%,"[0%, 33%, 32%, 15%]",67.90,27.80,10.51,"[67.90, 27.80, 10.51]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-4%20Pink%20Clay%20Pot%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1051-5 Cranberry,#c27277,0.6409132929485785,0.10115954509539352,16.30043939994937,194,114,119,"[194, 114, 119]",0%,41%,39%,24%,"[0%, 41%, 39%, 24%]",57.26,32.73,11.62,"[57.26, 32.73, 11.62]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-5%20Cranberry%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1051-6 Grenadine,#ac545e,0.5562843382343186,0.11533321865138754,14.480732864630227,172,84,94,"[172, 84, 94]",0%,51%,45%,33%,"[0%, 51%, 45%, 33%]",47.25,37.47,12.01,"[47.25, 37.47, 12.01]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-6%20Grenadine%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1051-7 Apple-a-day,#903f45,0.4763060950489004,0.10987459741098231,17.699773947923745,144,63,69,"[144, 63, 69]",0%,56%,52%,44%,"[0%, 56%, 52%, 44%]",38.08,35.40,14.05,"[38.08, 35.40, 14.05]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201051-7%20Apple-a-day%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-1 Ginger Cream,#efe0d7,0.9162414402930135,0.02054733574824376,53.268592808021936,239,224,215,"[239, 224, 215]",0%,6%,10%,6%,"[0%, 6%, 10%, 6%]",90.21,4.19,6.37,"[90.21, 4.19, 6.37]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-1%20Ginger%20Cream%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-2 Brandy Alexander,#f3e2dc,0.924761211672836,0.020441416520893346,40.57835569862016,243,226,220,"[243, 226, 220]",0%,7%,9%,5%,"[0%, 7%, 9%, 5%]",91.14,5.27,5.16,"[91.14, 5.27, 5.16]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-2%20Brandy%20Alexander%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-3 Strawflower,#ddbdba,0.825022894315637,0.037031497817350933,24.297539893632802,221,189,186,"[221, 189, 186]",0%,14%,16%,13%,"[0%, 14%, 16%, 13%]",79.35,11.43,5.99,"[79.35, 11.43, 5.99]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-3%20Strawflower%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-4 Floral Tapestry,#c39191,0.7044555380157695,0.06081908595419632,18.72549509562208,195,145,145,"[195, 145, 145]",0%,26%,26%,24%,"[0%, 26%, 26%, 24%]",65.09,19.47,7.80,"[65.09, 19.47, 7.80]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-4%20Floral%20Tapestry%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-5 Horizon Glow,#ad7171,0.6117281889525767,0.07647012464546596,19.515392209445622,173,113,113,"[173, 113, 113]",0%,35%,35%,32%,"[0%, 35%, 35%, 32%]",54.17,24.42,10.33,"[54.17, 24.42, 10.33]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-5%20Horizon%20Glow%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-6 Mesa Red,#92555b,0.5212860654060405,0.08129473491653887,13.951661335528627,146,85,91,"[146, 85, 91]",0%,42%,38%,43%,"[0%, 42%, 38%, 43%]",43.57,26.49,8.04,"[43.57, 26.49, 8.04]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-6%20Mesa%20Red%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1052-7 Ruby Lips,#813e45,0.4518539469929427,0.09249177225629354,14.975906610629352,129,62,69,"[129, 62, 69]",0%,52%,47%,49%,"[0%, 52%, 47%, 49%]",35.40,30.02,9.95,"[35.40, 30.02, 9.95]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201052-7%20Ruby%20Lips%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-1 Cow's Milk,#f1ede5,0.9470043292083522,0.011535963080389193,84.53757548974164,241,237,229,"[241, 237, 229]",0%,2%,5%,5%,"[0%, 2%, 5%, 5%]",93.90,0.37,4.40,"[93.90, 0.37, 4.40]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-1%20Cow's%20Milk%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-2 Shangri La,#ecd4d2,0.8891334403999906,0.02698631167751384,23.43907237427692,236,212,210,"[236, 212, 210]",0%,10%,11%,7%,"[0%, 10%, 11%, 7%]",86.88,8.37,4.20,"[86.88, 8.37, 4.20]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-2%20Shangri%20La%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-3 Powdered Petals,#e3c7c6,0.8529561980401,0.031781074275226605,20.282259396221775,227,199,198,"[227, 199, 198]",0%,12%,13%,11%,"[0%, 12%, 13%, 11%]",82.62,10.07,4.33,"[82.62, 10.07, 4.33]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-3%20Powdered%20Petals%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-4 Radiant Rouge,#d7b1b2,0.7942353557190603,0.044247131047525576,16.374797306098458,215,177,178,"[215, 177, 178]",0%,18%,17%,16%,"[0%, 18%, 17%, 16%]",75.66,14.32,4.95,"[75.66, 14.32, 4.95]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-4%20Radiant%20Rouge%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-5 Brandy Snaps,#b58e8b,0.6824728332019326,0.04781015372410929,23.509663935746687,181,142,139,"[181, 142, 139]",0%,22%,23%,29%,"[0%, 22%, 23%, 29%]",62.71,14.88,7.56,"[62.71, 14.88, 7.56]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-5%20Brandy%20Snaps%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-6 Clay Ridge,#956a66,0.5673424561429339,0.055946680351455794,24.965483779471242,149,106,102,"[149, 106, 102]",0%,29%,32%,42%,"[0%, 29%, 32%, 42%]",49.28,17.31,9.46,"[49.28, 17.31, 9.46]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-6%20Clay%20Ridge%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1053-7 Burgundy Wine,#6c403e,0.4232944233202417,0.06194760353932546,22.82665163417778,108,64,62,"[108, 64, 62]",0%,41%,43%,58%,"[0%, 41%, 43%, 58%]",32.49,19.49,9.80,"[32.49, 19.49, 9.80]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201053-7%20Burgundy%20Wine%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-1 Winter Wedding,#f1e4dc,0.9269993548655224,0.017904823022987595,53.999047323068226,241,228,220,"[241, 228, 220]",0%,5%,9%,5%,"[0%, 5%, 9%, 5%]",91.47,3.58,5.60,"[91.47, 3.58, 5.60]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-1%20Winter%20Wedding%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-2 Sweet Truffle,#f0dcd7,0.9093169481996756,0.02323006648017634,34.348115252714194,240,220,215,"[240, 220, 215]",0%,8%,10%,6%,"[0%, 8%, 10%, 6%]",89.31,6.50,5.10,"[89.31, 6.50, 5.10]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-2%20Sweet%20Truffle%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-3 Whirligig,#e6cdca,0.8682601211262513,0.028491701040252795,25.93145203379379,230,205,202,"[230, 205, 202]",0%,11%,12%,10%,"[0%, 11%, 12%, 10%]",84.46,8.67,4.87,"[84.46, 8.67, 4.87]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-3%20Whirligig%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-4 Tea Time,#d9bebc,0.8238795106357276,0.031042039899751173,22.8929776809274,217,190,188,"[217, 190, 188]",0%,12%,13%,15%,"[0%, 12%, 13%, 15%]",79.27,9.67,4.74,"[79.27, 9.67, 4.74]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-4%20Tea%20Time%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-5 Tawny Mushroom,#b39997,0.7055734573652908,0.031201824078494853,23.164048646563685,179,153,151,"[179, 153, 151]",0%,15%,16%,30%,"[0%, 15%, 16%, 30%]",65.55,9.71,4.83,"[65.55, 9.71, 4.83]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-5%20Tawny%20Mushroom%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-6 Oakwood Brown,#8f716e,0.5769262852662709,0.03842206182336931,24.971094829985248,143,113,110,"[143, 113, 110]",0%,21%,23%,44%,"[0%, 21%, 23%, 44%]",50.56,11.84,6.42,"[50.56, 11.84, 6.42]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-6%20Oakwood%20Brown%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1054-7 Chocolate Eclair,#674848,0.43570108396311763,0.0426924506549349,18.95534438220693,103,72,72,"[103, 72, 72]",0%,30%,30%,60%,"[0%, 30%, 30%, 60%]",34.10,13.66,5.56,"[34.10, 13.66, 5.56]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201054-7%20Chocolate%20Eclair%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-1 Fresh Dough,#f2ebe6,0.9441463577360916,0.010175891087331008,58.25823560926432,242,235,230,"[242, 235, 230]",0%,3%,5%,5%,"[0%, 3%, 5%, 5%]",93.50,1.81,3.33,"[93.50, 1.81, 3.33]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-1%20Fresh%20Dough%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-2 Hawaiian Shell,#f3dbd9,0.910477004491127,0.02681177692969663,23.429967792828393,243,219,217,"[243, 219, 217]",0%,10%,11%,5%,"[0%, 10%, 11%, 5%]",89.36,8.31,4.17,"[89.36, 8.31, 4.17]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-2%20Hawaiian%20Shell%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-3 Rose Hip,#dbb9b6,0.8144053776824801,0.03951987510003901,23.972633222139848,219,185,182,"[219, 185, 182]",0%,16%,17%,14%,"[0%, 16%, 17%, 14%]",78.10,12.23,6.32,"[78.10, 12.23, 6.32]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-3%20Rose%20Hip%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-4 Pepperberry,#c79d9b,0.7340690280597274,0.050358672109247944,21.557940038277707,199,157,155,"[199, 157, 155]",0%,21%,22%,22%,"[0%, 21%, 22%, 22%]",68.65,15.87,7.34,"[68.65, 15.87, 7.34]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-4%20Pepperberry%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-5 Cinnamon Diamonds,#a97673,0.6168643902975494,0.06482799468509774,22.893133844177044,169,118,115,"[169, 118, 115]",0%,30%,32%,34%,"[0%, 30%, 32%, 34%]",54.92,20.32,10.12,"[54.92, 20.32, 10.12]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-5%20Cinnamon%20Diamonds%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-6 Barn Door,#8e5959,0.5228362846539506,0.07039121536524351,19.72437528206683,142,89,89,"[142, 89, 89]",0%,37%,37%,44%,"[0%, 37%, 37%, 44%]",43.92,22.47,9.64,"[43.92, 22.47, 9.64]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-6%20Barn%20Door%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1055-7 Bordeaux,#774041,0.4395465462355785,0.07656246837357836,19.514104147802755,119,64,65,"[119, 64, 65]",0%,46%,45%,53%,"[0%, 46%, 45%, 53%]",34.19,24.49,10.53,"[34.19, 24.49, 10.53]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201055-7%20Bordeaux%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-1 Sea Anemone,#e8dad6,0.8984904443976235,0.016459543141423904,36.59207855988734,232,218,214,"[232, 218, 214]",0%,6%,8%,9%,"[0%, 6%, 8%, 9%]",88.11,4.47,3.80,"[88.11, 4.47, 3.80]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-1%20Sea%20Anemone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-2 Romeo,#e3d2ce,0.8764969095660883,0.01979676143398556,33.42554188736091,227,210,206,"[227, 210, 206]",0%,7%,9%,11%,"[0%, 7%, 9%, 11%]",85.52,5.59,4.24,"[85.52, 5.59, 4.24]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-2%20Romeo%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-3 Ashes Of Roses,#d9bcb7,0.8186346105668532,0.03409931821297603,29.440775887083817,217,188,183,"[217, 188, 183]",0%,13%,16%,15%,"[0%, 13%, 16%, 15%]",78.67,10.09,6.57,"[78.67, 10.09, 6.57]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-3%20Ashes%20Of%20Roses%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-4 Raffia Cream,#cda09a,0.7455784814447367,0.054531182937356606,27.199302155226917,205,160,154,"[205, 160, 154]",0%,22%,25%,20%,"[0%, 22%, 25%, 20%]",70.00,16.54,9.88,"[70.00, 16.54, 9.88]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-4%20Raffia%20Cream%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-5 Earth Rose,#b57770,0.6319811621947166,0.07936775735010161,26.61001570020983,181,119,112,"[181, 119, 112]",0%,34%,38%,29%,"[0%, 34%, 38%, 29%]",56.57,24.37,14.40,"[56.57, 24.37, 14.40]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-5%20Earth%20Rose%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-6 Fire Weed,#9b5b55,0.5423253212944933,0.08534048224894303,25.975338689106195,155,91,85,"[155, 91, 85]",0%,41%,45%,39%,"[0%, 41%, 45%, 39%]",46.10,26.42,15.35,"[46.10, 26.42, 15.35]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-6%20Fire%20Weed%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1056-7 Brick Dust,#86423e,0.46423487753795334,0.0939887543679987,24.827748700369796,134,66,62,"[134, 66, 62]",0%,51%,54%,47%,"[0%, 51%, 54%, 47%]",36.93,29.42,16.56,"[36.93, 29.42, 16.56]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201056-7%20Brick%20Dust%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-1 Macadamia Nut,#eee3dd,0.9228798373354742,0.014564298208767562,50.84179064531628,238,227,221,"[238, 227, 221]",0%,5%,7%,7%,"[0%, 5%, 7%, 7%]",91.00,3.12,4.36,"[91.00, 3.12, 4.36]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-1%20Macadamia%20Nut%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-2 Cool Melon,#ebd1cd,0.8811400799274066,0.02974840521402415,28.182526016368,235,209,205,"[235, 209, 205]",0%,11%,13%,8%,"[0%, 11%, 13%, 8%]",85.95,8.88,5.49,"[85.95, 8.88, 5.49]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-2%20Cool%20Melon%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-3 Rose Petal,#e6c1bb,0.8412351005879012,0.04332988777846864,28.845973567516296,230,193,187,"[230, 193, 187]",0%,16%,19%,10%,"[0%, 16%, 19%, 10%]",81.21,12.91,8.22,"[81.21, 12.91, 8.22]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-3%20Rose%20Petal%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-4 Coral Cove,#dda69f,0.7744812106140039,0.06627429539442087,26.957912565551737,221,166,159,"[221, 166, 159]",0%,25%,28%,13%,"[0%, 25%, 28%, 13%]",73.24,20.18,11.97,"[73.24, 20.18, 11.97]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-4%20Coral%20Cove%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-5 Chili Pepper,#ca7c74,0.6672276479745507,0.09876412725018485,26.341435990615537,202,124,116,"[202, 124, 116]",0%,39%,43%,21%,"[0%, 39%, 43%, 21%]",60.47,30.47,17.93,"[60.47, 30.47, 17.93]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-5%20Chili%20Pepper%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-6 Sienna Red,#b1635e,0.5874792701813798,0.10168465953223403,24.506856262427732,177,99,94,"[177, 99, 94]",0%,44%,47%,31%,"[0%, 44%, 47%, 31%]",51.16,31.79,17.43,"[51.16, 31.79, 17.43]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-6%20Sienna%20Red%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1057-7 Burning Bush,#a0403e,0.5014260923256404,0.12852037705343378,24.05606158160532,160,64,62,"[160, 64, 62]",0%,60%,61%,37%,"[0%, 60%, 61%, 37%]",40.88,40.55,22.64,"[40.88, 40.55, 22.64]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201057-7%20Burning%20Bush%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-1 Potpourri,#f1e0db,0.9189646072409492,0.01997423882542954,37.08646641100381,241,224,219,"[241, 224, 219]",0%,7%,9%,5%,"[0%, 7%, 9%, 5%]",90.46,5.40,4.67,"[90.46, 5.40, 4.67]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-1%20Potpourri%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-2 Cameo Peach,#ebcfc9,0.8762259214492755,0.0326620986868112,32.10364129871658,235,207,201,"[235, 207, 201]",0%,12%,14%,8%,"[0%, 12%, 14%, 8%]",85.38,9.40,6.78,"[85.38, 9.40, 6.78]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-2%20Cameo%20Peach%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-3 Tangy Taffy,#e7cac3,0.8614804403935734,0.034305820318953226,33.80980122953417,231,202,195,"[231, 202, 195]",0%,13%,16%,9%,"[0%, 13%, 16%, 9%]",83.67,9.71,7.46,"[83.67, 9.71, 7.46]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-3%20Tangy%20Taffy%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-4 Mesa Pink,#ddb1a8,0.7973666815234982,0.05316320167496276,31.625000250459266,221,177,168,"[221, 177, 168]",0%,20%,24%,13%,"[0%, 20%, 24%, 13%]",76.06,15.50,11.02,"[76.06, 15.50, 11.02]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-4%20Mesa%20Pink%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-5 Sunstone,#c7887f,0.6875762479835743,0.07919296824185856,28.293240795037093,199,136,127,"[199, 136, 127]",0%,32%,36%,22%,"[0%, 32%, 36%, 22%]",63.05,24.00,15.15,"[63.05, 24.00, 15.15]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-5%20Sunstone%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-6 Pizza Pie,#ab6057,0.5727994719395058,0.09921463880018533,27.789403079543717,171,96,87,"[171, 96, 87]",0%,44%,49%,33%,"[0%, 44%, 49%, 33%]",49.53,30.44,19.20,"[49.53, 30.44, 19.20]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-6%20Pizza%20Pie%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1058-7 Autumn Ridge,#9b423f,0.49657317046470717,0.12002725280594702,24.363341449652978,155,66,63,"[155, 66, 63]",0%,57%,59%,39%,"[0%, 57%, 59%, 39%]",40.41,37.78,21.22,"[40.41, 37.78, 21.22]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201058-7%20Autumn%20Ridge%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1059-1 Apricot Cream,#eeded8,0.91179009437443,0.019493718201413105,41.84999641437929,238,222,216,"[238, 222, 216]",0%,7%,9%,7%,"[0%, 7%, 9%, 7%]",89.65,4.93,5.04,"[89.65, 4.93, 5.04]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201059-1%20Apricot%20Cream%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1059-2 Birthday Cake,#e9d2cc,0.8810685446505009,0.027104413350713907,35.017714615867135,233,210,204,"[233, 210, 204]",0%,10%,12%,9%,"[0%, 10%, 12%, 9%]",86.00,7.54,6.06,"[86.00, 7.54, 6.06]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201059-2%20Birthday%20Cake%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB,ppg,PPG 1059-3 Reindeer,#dac0ba,0.8281229366646429,0.03091663859380877,33.14350253718533,218,192,186,"[218, 192, 186]",0%,12%,15%,15%,"[0%, 12%, 15%, 15%]",79.82,8.80,6.60,"[79.82, 8.80, 6.60]",https://www.google.com/search?tbm=isch&q=ppg%20PPG%201059-3%20Reindeer%20color%20swatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
